title,company,project_link,date,project_id,pdf_real_link
北京华电门头沟区域能源中心-潭柘寺镇镇区供热工程,北京市门头沟区潭柘寺镇人民政府,http://www.bcactc.com/home/gcxx/sgzbgs_show.aspx?gcbh=109F0SG201800004,2018-6-28,109F0SG201800004,http://file.bcactc.com/FileInterface/FileRead.ashx?filename=2ec61496-6ee7-412f-a425-f5434d1b8e19.pdf
门头沟区新城35千伏营门线电力隧道工程（监理）,北京市门头沟区城市管理委员会,http://www.bcactc.com/home/gcxx/jlzbgs_show.aspx?gcbh=109F0JL201800003,2018-6-26,109F0JL201800003,http://file.bcactc.com/FileInterface/FileRead.ashx?filename=eb421157-4292-40c5-ad7c-90ab67732426.pdf
门头沟区新城35千伏石器线电力隧道工程（监理）,北京市门头沟区城市管理委员会,http://www.bcactc.com/home/gcxx/jlzbgs_show.aspx?gcbh=109F0JL201800002,2018-6-26,109F0JL201800002,http://file.bcactc.com/FileInterface/FileRead.ashx?filename=599ad48a-f538-4aa5-9ad4-b6af12b4ec00.pdf
改善办学保障条件-2018年基础设施改造定额管理项目-定额管理项目2（良乡校区学生食堂三层及配套设施改造）（监理）,北京工商大学,http://www.bcactc.com/home/gcxx/jlzbgs_show.aspx?gcbh=F0JL201800190,2018-6-26,F0JL201800190,http://file.bcactc.com/FileInterface/FileRead.ashx?filename=e1bbd45f-b2d8-4d3b-b85c-920977048953.pdf
朝阳区管庄B-3地块配套中学（监理）,北京市朝阳区教育国有资产管理中心,http://www.bcactc.com/home/gcxx/jlzbgs_show.aspx?gcbh=105F0JL201800032,2018-6-26,105F0JL201800032,http://file.bcactc.com/FileInterface/FileRead.ashx?filename=f06fe290-00b7-4dcf-a5bf-3cf9cf49abf0.pdf
改善办学条件-基础设施改造-配电室升级改造及附属设施工程（监理）,北京农业职业学院,http://www.bcactc.com/home/gcxx/jlzbgs_show.aspx?gcbh=F0JL201800167,2018-6-26,F0JL201800167,http://file.bcactc.com/FileInterface/FileRead.ashx?filename=407b6cc3-7e9a-442d-93be-4e106c311be7.pdf
昌平区未来科学城垃圾气力管道收集输送工程（监理）,北京未来科学城发展集团有限公司,http://www.bcactc.com/home/gcxx/jlzbgs_show.aspx?gcbh=221F0JL201800012,2018-6-27,221F0JL201800012,http://file.bcactc.com/FileInterface/FileRead.ashx?filename=8013f798-d4c7-42f7-a2e0-cb9e71c65fff.pdf
云西110kV输变电工程（变电站工程）,国网北京市电力公司,http://www.bcactc.com/home/gcxx/jlzbgs_show.aspx?gcbh=F0JL201800157,2018-6-27,F0JL201800157,http://file.bcactc.com/FileInterface/FileRead.ashx?filename=ea76d748-de32-44a8-9c83-6a84d4bfceed.pdf
北京城市副中心行政办公区北区开关站工程（土建）,北京城市副中心投资建设集团有限公司,http://www.bcactc.com/home/gcxx/jlzbgs_show.aspx?gcbh=223F0JL201800008,2018-6-27,223F0JL201800008,http://file.bcactc.com/FileInterface/FileRead.ashx?filename=3e50e262-72cc-4654-b451-0e15a6446646.pdf
北京城市副中心行政办公区南区开关站工程（土建）,北京城市副中心投资建设集团有限公司,http://www.bcactc.com/home/gcxx/jlzbgs_show.aspx?gcbh=223F0JL201800009,2018-6-27,223F0JL201800009,http://file.bcactc.com/FileInterface/FileRead.ashx?filename=e73c2e3f-e7c4-41a1-a4a7-24584905dfdd.pdf
1-1住宅等11项、1-3住宅等8项（丰台区小屯西路棚户区改造项目）,北京城建房地产开发有限公司,http://www.bcactc.com/home/gcxx/jlzbgs_show.aspx?gcbh=106F0JL201800012,2018-6-27,106F0JL201800012,http://file.bcactc.com/FileInterface/FileRead.ashx?filename=fdf2eb60-6f6a-4e67-bb57-1ca81124a85f.pdf
真武庙二里5-8号、9-11号楼住宅楼抗震节能综合改造工程,中华全国总工会机关服务中心,http://www.bcactc.com/home/gcxx/jlzbgs_show.aspx?gcbh=F0JL201800184,2018-6-27,F0JL201800184,http://file.bcactc.com/FileInterface/FileRead.ashx?filename=946900d4-bd20-427e-8131-58102069db47.pdf
北京金隅八达岭温泉度假村升级改造项目（监理）,北京金隅八达岭温泉度假村有限责任公司,http://www.bcactc.com/home/gcxx/jlzbgs_show.aspx?gcbh=229F0JL201800013,2018-6-27,229F0JL201800013,http://file.bcactc.com/FileInterface/FileRead.ashx?filename=2ed96b38-dec6-414a-b7a4-06e1b1e15fdb.pdf
改善办学条件-北京农业职业学院基础设施改造-校园道路及附属设施改造工程（监理）,北京农业职业学院,http://www.bcactc.com/home/gcxx/jlzbgs_show.aspx?gcbh=F0JL201800176,2018-6-28,F0JL201800176,http://file.bcactc.com/FileInterface/FileRead.ashx?filename=938ef9b7-29ec-42b9-b1ee-67eedc079a5e.pdf
延庆区延庆新城YQ00-0300-0004等地块（世园会一期）建设项目（0007地块产业带一期）（监理）,北京世园投资发展有限责任公司,http://www.bcactc.com/home/gcxx/jlzbgs_show.aspx?gcbh=F0JL201800118,2018-6-28,F0JL201800118,http://file.bcactc.com/FileInterface/FileRead.ashx?filename=a5809505-f171-4ef6-a792-11381d0410b4.pdf
平谷区夏各庄镇新城10KV电力配套工程（二标段）,北京倚基土地开发有限公司,http://www.bcactc.com/home/gcxx/jlzbgs_show.aspx?gcbh=226F0JL201800010,2018-6-28,226F0JL201800010,http://file.bcactc.com/FileInterface/FileRead.ashx?filename=a103be96-a73f-4faa-82b5-7a674a6dd624.pdf
朝阳区南磨房乡石门定向安置房配套市政道路,北京市保障房配套市政基础设施建设有限公司,http://www.bcactc.com/home/gcxx/jlzbgs_show.aspx?gcbh=105F0JL201800013,2018-6-28,105F0JL201800013,http://file.bcactc.com/FileInterface/FileRead.ashx?filename=b2e2d45b-a3e9-4b75-a306-4037c6b97f73.pdf
